smsa66,smsa76,nearc2,nearc4,nearc4a,nearc4b,ed76,ed66,age76,daded,nodaded,momed,nomomed,momdad14,sinmom14,step14,south66,south76,lwage76,famed,black,enroll76,kww,iqscore,mar76,libcrd14,exp76
1.0,1.0,1.0,1.0,1.0,0.0,0.625,0.6666666666666666,0.5,0.4444444444444444,0.0,0.5555555555555556,0.0,1.0,0.0,0.0,0.0,0.0,0.7391920481023637,0.875,0.0,0.0,0.78,0.5297957743372591,0.16666666666666666,1.0,0.4782608695652174
0.0,0.0,0.0,0.0,0.0,0.0,0.875,0.4444444444444444,0.0,0.8888888888888888,0.0,0.6666666666666666,0.0,1.0,0.0,0.0,1.0,1.0,0.492006054623066,0.125,0.0,0.0,0.66,0.4545454545454546,0.16666666666666666,1.0,0.08695652173913043
1.0,1.0,1.0,1.0,1.0,0.0,0.625,0.5,0.0,0.6666666666666666,0.0,0.4444444444444444,0.0,1.0,0.0,0.0,0.0,0.0,0.5061573050951989,0.5,0.0,0.0,0.4,0.6363636363636364,0.16666666666666666,1.0,0.2608695652173913
1.0,1.0,1.0,1.0,1.0,0.0,0.6875,0.4444444444444444,0.0,0.6666666666666666,0.0,0.6666666666666666,0.0,1.0,0.0,0.0,0.0,1.0,0.22111953917940563,0.25,0.0,0.0,0.32,0.5297957743372591,0.16666666666666666,1.0,0.21739130434782608
1.0,1.0,1.0,1.0,1.0,0.0,0.8125,0.7777777777777777,0.5999999999999996,0.7222222222222222,0.0,0.6666666666666666,0.0,1.0,0.0,0.0,0.0,0.0,0.6212715651917671,0.125,0.0,0.0,0.92,0.5555555555555557,0.16666666666666666,1.0,0.3913043478260869
1.0,1.0,1.0,1.0,1.0,0.0,0.75,0.6666666666666666,0.7999999999999998,0.6666666666666666,0.0,0.4444444444444444,0.0,1.0,0.0,0.0,0.0,0.0,0.5996048707448678,0.5,1.0,0.0,0.72,0.3232323232323233,0.16666666666666666,1.0,0.5217391304347826
0.0,0.0,1.0,1.0,0.0,1.0,0.625,0.611111111111111,0.19999999999999973,0.6666666666666666,0.0,0.7222222222222222,0.0,1.0,0.0,0.0,0.0,0.0,0.4939735240755554,0.125,0.0,0.0,0.52,0.6565656565656567,0.6666666666666666,1.0,0.34782608695652173
1.0,1.0,0.0,0.0,0.0,0.0,0.625,0.6666666666666666,0.7999999999999998,0.2777777777777778,0.0,0.38888888888888884,0.0,1.0,0.0,0.0,0.0,1.0,0.285641278364535,0.875,1.0,0.0,0.5800000000000001,0.1717171717171717,0.8333333333333333,0.0,0.6086956521739131
1.0,1.0,1.0,1.0,0.0,1.0,0.625,0.6666666666666666,0.7999999999999998,0.5522222222222222,1.0,0.6666666666666666,1.0,1.0,0.0,0.0,0.0,0.0,0.5512034239503556,0.375,0.0,0.0,0.48,0.4747474747474748,0.16666666666666666,0.0,0.6086956521739131
1.0,1.0,1.0,1.0,1.0,0.0,0.625,0.611111111111111,0.6999999999999997,0.5522222222222222,1.0,0.6666666666666666,1.0,1.0,0.0,0.0,1.0,1.0,0.5763345754766382,0.375,0.0,0.0,0.6,0.5151515151515152,0.16666666666666666,0.0,0.5652173913043478
1.0,1.0,0.0,1.0,1.0,0.0,0.6875,0.5555555555555556,0.09999999999999964,0.5555555555555556,0.0,0.6666666666666666,0.0,1.0,0.0,0.0,0.0,0.0,0.6570995738931649,0.625,0.0,0.0,0.56,0.5353535353535354,0.16666666666666666,1.0,0.2608695652173913
1.0,1.0,0.0,1.0,1.0,0.0,0.5625,0.611111111111111,0.5999999999999996,0.1111111111111111,0.0,0.2777777777777778,0.0,1.0,0.0,0.0,1.0,1.0,0.5528343856799929,0.875,1.0,0.0,0.54,0.5297957743372591,0.16666666666666666,1.0,0.5652173913043478
1.0,1.0,1.0,1.0,1.0,0.0,0.8125,0.7222222222222222,0.6999999999999997,0.6666666666666666,0.0,0.6666666666666666,0.0,0.0,0.0,1.0,0.0,0.0,0.6543631685692983,0.25,0.0,0.0,0.6,0.41414141414141414,1.0,0.0,0.43478260869565216
1.0,1.0,1.0,1.0,1.0,0.0,0.875,0.8888888888888888,1.0,0.5522222222222222,1.0,0.6666666666666666,1.0,1.0,0.0,0.0,0.0,0.0,0.769193755800434,0.375,1.0,1.0,0.86,0.39393939393939403,0.16666666666666666,1.0,0.5217391304347826
1.0,1.0,0.0,1.0,0.0,1.0,0.5625,0.5555555555555556,0.19999999999999973,0.4444444444444444,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.6142140233146389,0.875,0.0,0.0,0.36,0.39393939393939403,0.16666666666666666,1.0,0.3913043478260869
0.0,1.0,0.0,0.0,0.0,0.0,0.875,0.5,0.0,0.6666666666666666,0.0,0.6666666666666666,0.0,1.0,0.0,0.0,1.0,1.0,0.5512034239503556,0.25,0.0,0.0,0.6,0.9090909090909093,1.0,1.0,0.08695652173913043
0.0,1.0,0.0,0.0,0.0,0.0,0.8125,0.6666666666666666,0.6999999999999997,0.5555555555555556,0.0,0.6666666666666666,0.0,1.0,0.0,0.0,0.0,0.0,0.6336732899982673,0.625,0.0,0.0,0.78,0.5555555555555557,0.16666666666666666,1.0,0.43478260869565216
0.0,0.0,0.0,0.0,0.0,0.0,0.3125,0.38888888888888884,0.19999999999999973,0.1111111111111111,0.0,0.38888888888888884,0.0,1.0,0.0,0.0,1.0,1.0,0.34550631675314736,0.875,0.0,0.0,0.3,0.5297957743372591,0.16666666666666666,0.0,0.5652173913043478
